pose-0	FALSE
pose-6661	OIL
pose-6662	OIL
pose-6663	OLD
pose-6664	OLD
pose-6665	OLD
pose-6666	OLD
pose-6667	OLD LESS THAN
pose-6668	OLD LESS THAN
pose-6669	OLD TESTAMENT
pose-6670	OLD
pose-6671	OLD
pose-6672	ON
pose-6673	ON
pose-6674	ONCE
pose-6675	ONCE
pose-6676	ONCE IN A WHILE
pose-6677	ONCE IN A WHILE
pose-6678	ONE
pose-6679	ONE
pose-6680	ONE
pose-6681	ONE
pose-6682	ONE
pose-6683	ONE HUNDRED
pose-6684	ONE HUNDRED
pose-6685	ONE HUNDRED
pose-6686	ONE HUNDRED
pose-6687	ONE HUNDRED
pose-6688	ONE MILLION
pose-6689	ONE MILLION
pose-6690	ONE MILLION
pose-6691	ONE MILLION
pose-6692	ONE MORE
pose-6693	ONE THOUSAND
pose-6694	ONE THOUSAND
pose-6695	ONE FOURTH
pose-6696	ONE FOURTH
pose-6697	ONE FOURTH
pose-6698	ONE FOURTH
pose-6699	ONE MONTH
pose-6700	ONE MONTH
pose-6701	ONE MONTH
pose-6702	ONE MONTH
pose-6703	ONE MONTH
pose-6704	ONE MORE
pose-6705	ONE MORE
pose-6706	ONE MORE
pose-6707	ONE MORE
pose-6708	ONE NIGHT STAND
pose-6709	ONE NIGHT STAND
pose-6710	ONE NIGHT STAND
pose-6711	ONE THIRD
pose-6712	ONE THIRD
pose-6713	ONE THIRD
pose-6714	ONE THIRD
pose-6715	ONE WEEK
pose-6716	ONE WEEK
pose-6717	ONE
pose-6718	ONION
pose-6719	ONION
pose-6720	OPEN
pose-6721	OPEN
pose-6722	OPEN DOOR
pose-6723	OPEN DOOR
pose-6724	OPEN WINDOW
pose-6725	OPEN WINDOW
pose-6726	OPINION
pose-6727	OPINION
pose-6728	OPPORTUNITY
pose-6729	OPPORTUNITY
pose-6730	OPPORTUNITY
pose-6731	OPPORTUNITY
pose-6732	OPPOSITE
pose-6733	OPPOSITE
pose-6734	OPPOSITE
pose-6735	OPPOSITE
pose-6736	OPPOSITE AGENT
pose-6737	OPPOSITE AGENT
pose-6738	OPPOSITE AGENT
pose-6739	OPTION
pose-6740	OPTION
pose-6741	OPTION
pose-6742	OPTION
pose-6743	OPTION
pose-6744	OPTION
pose-6745	ORANGE
pose-6746	ORANGE
pose-6747	ORANGE
pose-6748	ORANGE
pose-6749	ORBIT
pose-6750	ORDER
pose-6751	ORDER
pose-6752	ORGAN MUSIC
pose-6753	ORGANIZATION
pose-6754	ORGANIZATION
pose-6755	ORTHODOX
pose-6756	ORTHODOX
pose-6757	OTHER
pose-6758	OTHER
pose-6759	OTHER
pose-6760	OTHER
pose-6761	OUT
pose-6762	OUT
pose-6763	OUT
pose-6764	OVER AFTER
pose-6765	OVER AFTER
pose-6766	OVER AFTER
pose-6767	OVER AFTER
pose-6768	OVER AFTER
pose-6769	OVER AFTER
pose-6770	OVER AFTER
pose-6771	OVER AFTER
pose-6772	OVERFLOW
pose-6773	OVERFLOW
pose-6774	OVERHEAD PROJECTOR
pose-6775	OVERHEAD PROJECTOR
pose-6776	OVERLOOK
pose-6777	OVERWHELMED
pose-6778	OVERWHELMED
pose-6779	OVERWHELMED
pose-6780	OWL
pose-6781	OWL
pose-6782	P
pose-6783	P
pose-6784	PACK
pose-6785	PACK
pose-6786	PADDLE CANOE
pose-6787	PADDLE CANOE
pose-6788	PADDLE CANOE
pose-6789	PADDLE CANOE
pose-6790	PADDLE CANOE
pose-6791	PADDLE CANOE
pose-6792	PADDLE CANOE
pose-6793	PADDLE CANOE
pose-6794	PAGER
pose-6795	PAGER
pose-6796	PAINT
pose-6797	PAINT
pose-6798	PAINT
pose-6799	PAINT
pose-6800	PAINT
pose-6801	PAINT
pose-6802	PAINT AGENT
pose-6803	PAINT AGENT
pose-6804	PAINT
pose-6805	PAINT
pose-6806	PANCAKE
pose-6807	PANCAKE
pose-6808	PANTS
pose-6809	PANTS
pose-6810	PAPER
pose-6811	PAPER
pose-6812	PAPER
pose-6813	PAPER
pose-6814	PAPER CLIP
pose-6815	PAPER CLIP
pose-6816	PAPER SQUARE
pose-6817	PAPER SQUARE
pose-6818	PAPER SQUARE
pose-6819	PAPER CHECK CARD
pose-6820	PAPER CHECK CARD
pose-6821	PAPER CHECK CARD
pose-6822	PAPER CHECK CARD
pose-6823	PAPER CHECK CARD
pose-6824	PARACHUTE
pose-6825	PARAGRAPH
pose-6826	PARAGRAPH
pose-6827	PARALLEL
pose-6828	PARALLEL
pose-6829	PARALLEL
pose-6830	PARENTHESES
pose-6831	PARENTHESES
pose-6832	PARK
pose-6833	PARK
pose-6834	PARK
pose-6835	PARK DROP COINS
pose-6836	PARK DROP COINS
pose-6837	PARLIAMENT
pose-6838	PARLIAMENT
pose-6839	PARLIAMENT
pose-6840	PARTY
pose-6841	PASS
pose-6842	PASS
pose-6843	PASS
pose-6844	PASS
pose-6845	PASS
pose-6846	PASS DOWN
pose-6847	PASS DOWN
pose-6848	PASS OUT
pose-6849	PASS OUT
pose-6850	PASS OUT
pose-6851	PAST
pose-6852	PAST
pose-6853	PAST
pose-6854	PAST
pose-6855	PAST
pose-6856	PAST
pose-6857	PAST NIGHT
pose-6858	PAST NIGHT
pose-6859	PAST NIGHT
pose-6860	PAST NIGHT
pose-6861	PAST YEAR
pose-6862	PAST YEAR
pose-6863	PAST
pose-6864	PAST
pose-6865	PAST
pose-6866	PAST
pose-6867	PAST
pose-6868	PAST
pose-6869	PAT ON BACK
pose-6870	PAT ON BACK
pose-6871	PATIENT
pose-6872	PATIENT
pose-6873	PATIENT
pose-6874	PATIENT
pose-6875	PATIENT
pose-6876	PATIENT
pose-6877	PATRONIZE FREQUENT
pose-6878	PAY
pose-6879	PAY
pose-6880	PAY FINISH
pose-6881	PAY ATTENTION
pose-6882	PAY ATTENTION
pose-6883	PAY ATTENTION
pose-6884	PAY ATTENTION
pose-6885	PAY IN FULL
pose-6886	PAY IN FULL
pose-6887	PCL
pose-6888	PCL C L
pose-6889	PCL C L
pose-6890	PEA BRAIN
pose-6891	PEA BRAIN
pose-6892	PEA BRAIN
pose-6893	PEA BRAIN
pose-6894	PEACH
pose-6895	PEACH
pose-6896	PEACH
pose-6897	PEACH
pose-6898	PEAK MOUNTAIN
pose-6899	PEAK MOUNTAIN
pose-6900	PEAK MOUNTAIN
pose-6901	PEAR
pose-6902	PEAR
pose-6903	PEAS
pose-6904	PEAS
pose-6905	PEAS
pose-6906	PEAS
pose-6907	PEEK AROUND
pose-6908	PEEK AROUND
pose-6909	PENCIL
pose-6910	PENCIL
pose-6911	PENGUIN
pose-6912	PEOPLE
pose-6913	PEOPLE
pose-6914	PEOPLE
pose-6915	PEOPLE AUDIENCE
pose-6916	PEOPLE AUDIENCE
pose-6917	PEOPLE AUDIENCE
pose-6918	PERCEIVE
pose-6919	PERCEIVE
pose-6920	PERCENT
pose-6921	PERCENT
pose-6922	PERCENT
pose-6923	PERCENT
pose-6924	PERFECT
pose-6925	PERFECT
pose-6926	PERFUME
pose-6927	PERFUME
pose-6928	PERFUME
pose-6929	PERFUME
pose-6930	PERIOD
pose-6931	PERIOD
pose-6932	PERIOD ON PAGE
pose-6933	PERIOD ON PAGE
pose-6934	PERMIT
pose-6935	PERMIT
pose-6936	PERMIT
pose-6937	PERMIT
pose-6938	PERMIT
pose-6939	PERMIT
pose-6940	PERSON
pose-6941	PERSONALITY
pose-6942	PERSONALITY
pose-6943	PERSPECTIVE
pose-6944	PERSPECTIVE
pose-6945	PERSPECTIVE
pose-6946	PERSPECTIVE
pose-6947	PET SPOILED
pose-6948	PET SPOILED
pose-6949	PHONE
pose-6950	PHONE
pose-6951	PHONE
pose-6952	PHONE PUSH BUTTONS
pose-6953	PHONE PUSH BUTTONS
pose-6954	PHONE PUSH BUTTONS
pose-6955	PHONE PUSH BUTTONS
pose-6956	PHYSICAL
pose-6957	PHYSICAL
pose-6958	PHYSICS
pose-6959	PHYSICS
pose-6960	PIANO
pose-6961	PIANO
pose-6962	PIANO
pose-6963	PIANO
pose-6964	PICK CHOOSE
pose-6965	PICK CHOOSE
pose-6966	PICK CHOOSE
pose-6967	PICKLE
pose-6968	PICNIC
pose-6969	PICTURE
pose-6970	PICTURE
pose-6971	PIE
pose-6972	PIE
pose-6973	PIG
pose-6974	PIG
pose-6975	PILGRIM
pose-6976	PILGRIM
pose-6977	PILLOW
pose-6978	PILLOW
pose-6979	PIMPLES
pose-6980	PIN
pose-6981	PINEAPPLE
pose-6982	PINEAPPLE
pose-6983	PING PONG TENNIS
pose-6984	PING PONG TENNIS
pose-6985	PING PONG TENNIS
pose-6986	PING PONG TENNIS
pose-6987	PING PONG TENNIS
pose-6988	PING PONG TENNIS
pose-6989	PING PONG TENNIS
pose-6990	PING PONG
pose-6991	PINK
pose-6992	PINK
pose-6993	PINK
pose-6994	PINK
pose-6995	PIN
pose-6996	PIPE
pose-6997	PIPE
pose-6998	PIRATE
pose-6999	PIRATE
pose-7000	PISS OFF
pose-7001	PISS OFF
pose-7002	PISS OFF
pose-7003	PITCH A BALL
pose-7004	PITCH A BALL
pose-7005	PITCHER
pose-7006	PITCHER
pose-7007	PITCHER
pose-7008	PITCHER
pose-7009	PITCHER
pose-7010	PITY
pose-7011	PITY
pose-7012	PIZZA
pose-7013	PIZZA
pose-7014	PIZZA
pose-7015	PIZZA
pose-7016	PIZZA
pose-7017	PLACE
pose-7018	PLACE
pose-7019	PLACE
pose-7020	PLACE
pose-7021	PLACE
pose-7022	PLAN
pose-7023	PLAN
pose-7024	PLAN
pose-7025	PLAN
pose-7026	PLAN PREPARE
pose-7027	PLANT SEEDS
pose-7028	PLANT SEEDS
pose-7029	PLASTIC
pose-7030	PLASTIC
pose-7031	PLAY
pose-7032	PLAY
pose-7033	PLAY
pose-7034	PLAY
pose-7035	PLAY
pose-7036	PLAY
pose-7037	PLAY AGENT
pose-7038	PLAY AGENT
pose-7039	PLAY GROUND
pose-7040	PLAY GROUND
pose-7041	PLAY AROUND
pose-7042	PLAY AROUND
pose-7043	ENJOY
pose-7044	ENJOY
pose-7045	ENJOY
pose-7046	ENJOY
pose-7047	ENJOY
pose-7048	ENJOY
pose-7049	ENJOY
pose-7050	PLENTY
pose-7051	PLENTY
pose-7052	PLENTY
pose-7053	PLENTY
pose-7054	PLUG
pose-7055	PLUG
pose-7056	PLUG
pose-7057	PLUS
pose-7058	PLUS
pose-7059	PLUS
pose-7060	PLUS
pose-7061	PLUS
pose-7062	PLUS
pose-7063	PNEUMONIA
pose-7064	POCKET
pose-7065	POCKET
pose-7066	POEM
pose-7067	POEM
pose-7068	POEM
pose-7069	POETRY
pose-7070	POINT TO
pose-7071	POINT TO
pose-7072	POKE
pose-7073	POKE
pose-7074	POLICY
pose-7075	POLICY
pose-7076	POLITE
pose-7077	POLITE
pose-7078	POLITICS
pose-7079	POLITICS
pose-7080	PONDER
pose-7081	PONDER
pose-7082	PONDER
pose-7083	PONDER
pose-7084	POOR
pose-7085	POOR
pose-7086	POP CORK
pose-7087	POP CORK
pose-7088	POP CORK
pose-7089	POP CORK
pose-7090	POP CORK
pose-7091	POP UP
pose-7092	POP UP
pose-7093	POP UP
pose-7094	POP UP
pose-7095	POPCORN
pose-7096	POPCORN
pose-7097	POPE
pose-7098	POPE
pose-7099	POSS
pose-7100	POSS
pose-7101	POSS
pose-7102	POSS
pose-7103	POSS
pose-7104	POSS
pose-7105	POSS
pose-7106	POSS
pose-7107	POSS
pose-7108	POSS
pose-7109	POSS
pose-7110	POSS
pose-7111	POSS
pose-7112	POSS
pose-7113	POSS
pose-7114	POSS
pose-7115	POSS
pose-7116	POSS
pose-7117	POSS
pose-7118	POSS
pose-7119	POSS
pose-7120	POSS
pose-7121	POSS
pose-7122	POSS
pose-7123	POSS
pose-7124	POSTER
pose-7125	POSTER
pose-7126	POSTER
pose-7127	POSTER
pose-7128	POSTPONE
pose-7129	POSTPONE
pose-7130	POSTPONE
pose-7131	POSTPONE
pose-7132	POSTPONE
pose-7133	POSTPONE
pose-7134	POTATO
pose-7135	POTATO
pose-7136	POTATO
pose-7137	POTATO
pose-7138	POUND WEIGH
pose-7139	POUND WEIGH
pose-7140	POUR
pose-7141	POWER
pose-7142	POWER
pose-7143	POWERFUL
pose-7144	POWERFUL
pose-7145	PRACTICE
pose-7146	PRACTICE
pose-7147	PRACTICE
pose-7148	PRACTICE
pose-7149	PRAY
pose-7150	PRAY
pose-7151	PRE SCHOOL
pose-7152	PREACH
pose-7153	PREACH
pose-7154	PREACH AGENT
pose-7155	PREACH AGENT
pose-7156	PREDICT
pose-7157	PREDICT
pose-7158	PREDICT AGENT
pose-7159	PREDICT AGENT
pose-7160	PREGNANT
pose-7161	PREGNANT
pose-7162	PRESBYTERIAN
pose-7163	PRESIDENT
pose-7164	PRESIDENT
pose-7165	PRESIDENT
pose-7166	PRESIDENT
pose-7167	PRESS BUTTONS
pose-7168	PRESSURE
pose-7169	PRESSURE
pose-7170	PRESSURE
pose-7171	PRESSURE
pose-7172	PRESSURE
pose-7173	PRESSURE
pose-7174	PREVENT
pose-7175	PREVENT
pose-7176	PREVENT
pose-7177	PRICE
pose-7178	PRICE
pose-7179	PRICE
pose-7180	PRICE
pose-7181	PRICE
pose-7182	PRICE
pose-7183	PRIEST
pose-7184	PRIEST
pose-7185	PRIEST
pose-7186	PRINCE
pose-7187	PRINCE
pose-7188	PRINCESS
pose-7189	PRINCESS
pose-7190	PRINCIPAL
pose-7191	PRINCIPAL
pose-7192	PRINCIPAL
pose-7193	PRINCIPAL
pose-7194	PRINT
pose-7195	PRINT
pose-7196	PRINT
pose-7197	PRINT
pose-7198	PRINT
pose-7199	PRINT AGENT
pose-7200	PRINT AGENT
pose-7201	PRIORITY
pose-7202	PRIORITY
pose-7203	PRISON
pose-7204	PRISON
pose-7205	PRISON
pose-7206	PRISON
pose-7207	PRISON
pose-7208	PRISON AGENT
pose-7209	PRISON AGENT
pose-7210	PRIZE DRAWING
pose-7211	PRIZE DRAWING
pose-7212	PROBLEM
pose-7213	PROBLEM
pose-7214	PROBLEM
pose-7215	PROBLEM
pose-7216	PROBLEM
pose-7217	PROBLEM
pose-7218	PROBLEM
pose-7219	PROCEED
pose-7220	PROCEED
pose-7221	PROCEED
pose-7222	PROCEED
pose-7223	PROCEED
pose-7224	PROCEED
pose-7225	PROCEED
pose-7226	PROCEED
pose-7227	PROGRAM
pose-7228	PROGRAM
pose-7229	PROGRESS
pose-7230	PROGRESS
pose-7231	PROGRESS
pose-7232	PROGRESS
pose-7233	PROJECT
pose-7234	PROJECT
pose-7235	PROMISCUOUS
pose-7236	PROMISCUOUS
pose-7237	PROMISE
pose-7238	PROMISE
pose-7239	PROMISE
pose-7240	PROMISE
pose-7241	PROPORTION
pose-7242	PROPORTION
pose-7243	PROTEST
pose-7244	PROTEST
pose-7245	PROTEST
pose-7246	PROTEST
pose-7247	PROTEST
pose-7248	PROTEST
pose-7249	PROTESTANT
pose-7250	PROTESTANT
pose-7251	PROTESTANT
pose-7252	PROTESTANT
pose-7253	PROUD
pose-7254	PROUD
pose-7255	PROUD
pose-7256	PROUD
pose-7257	PROVE
pose-7258	PROVE
pose-7259	PROVE
pose-7260	PROVE
pose-7261	PSYCHIATRY
pose-7262	PSYCHIATRY
pose-7263	PSYCHIATRY AGENT
pose-7264	PSYCHIATRY AGENT
pose-7265	PSYCHOLOGY
pose-7266	PSYCHOLOGY
pose-7267	PSYCHOLOGY
pose-7268	PSYCHOLOGY AGENT
pose-7269	PSYCHOLOGY AGENT
pose-7270	PUFF SMOKE
pose-7271	PULL
pose-7272	PULL
pose-7273	PULL
pose-7274	PULL
pose-7275	PULL
pose-7276	PULL
pose-7277	PULSATE
pose-7278	PUMPS
pose-7279	PUMPS
pose-7280	PUNCH
pose-7281	PUNCH
pose-7282	PUNISH
pose-7283	PUNISH
pose-7284	PUPPET
pose-7285	PUPPET
pose-7286	PURPLE
pose-7287	PURPLE
pose-7288	PURSE
pose-7289	PUSH
pose-7290	PUSH
pose-7291	PUSH
pose-7292	PUSH
pose-7293	PUT
pose-7294	PUT
pose-7295	PUT ON GLOVES
pose-7296	PUT ON GLOVES
pose-7297	PUT ON HEARING AID
pose-7298	PUT ON HEARING AID
pose-7299	PUT ON RING
pose-7300	PUT ON RING
pose-7301	PUZZLE PUSH BUTTONS
pose-7302	PUZZLE PUSH BUTTONS
pose-7303	PUZZLE PUSH BUTTONS
pose-7304	Q
pose-7305	Q
pose-7306	Q TIP
pose-7307	Q TIP
pose-7308	QM
pose-7309	QM
pose-7310	QM
pose-7311	QM
pose-7312	QUADRUPLE
pose-7313	QUADRUPLE
pose-7314	QUEEN
pose-7315	QUEEN
pose-7316	QUESTION
pose-7317	QUESTION
pose-7318	QUIET
pose-7319	QUIET
pose-7320	QUIET
pose-7321	QUIET
pose-7322	QUINTUPLE
pose-7323	QUINTUPLE
pose-7324	QUIT
pose-7325	QUIT
pose-7326	QUIT
pose-7327	QUIT
pose-7328	QUOTE TOPIC
pose-7329	QUOTE TOPIC
pose-7330	R
pose-7331	R
pose-7332	RABBI
pose-7333	RABBI
pose-7334	RABBIT
pose-7335	RABBIT
pose-7336	RABBI
pose-7337	RABBI
pose-7338	RACCOON
pose-7339	RACCOON
pose-7340	RACCOON
pose-7341	RADIO
pose-7342	RADIO
pose-7343	RADIO
pose-7344	RADIO
pose-7345	RAIN
pose-7346	RAIN
pose-7347	RAIN
pose-7348	RAINBOW
pose-7349	RAKE
pose-7350	RAKE
pose-7351	RAKE
pose-7352	RAM
pose-7353	RAM
pose-7354	RAT
pose-7355	RAT
pose-7356	RAT
pose-7357	RATTLE
pose-7358	READ
pose-7359	READ
pose-7360	READ
pose-7361	READ
pose-7362	READY
pose-7363	READY
pose-7364	READY
pose-7365	READY
pose-7366	REALLY
pose-7367	REALLY
pose-7368	REALLY
pose-7369	REALLY
pose-7370	REALLY
pose-7371	REALLY
pose-7372	REALLY NICE CLEAN
pose-7373	REALLY NICE CLEAN
pose-7374	REALLY POSS
pose-7375	REASON
pose-7376	REASON
pose-7377	RECENT PAST
pose-7378	RECENT PAST
pose-7379	RECENT PAST
pose-7380	RECENT PAST
pose-7381	RECLINE ROCKING CHAIR
pose-7382	RECLINE ROCKING CHAIR
pose-7383	RECLINE ROCKING CHAIR
pose-7384	RECLINE ROCKING CHAIR
pose-7385	RECORD
pose-7386	RECORD
pose-7387	RECORD BREAK RECORD
pose-7388	RECORD BREAK RECORD
pose-7389	RECORD BREAK RECORD
pose-7390	RECORD BREAK RECORD
pose-7391	RECYCLE
pose-7392	RED
pose-7393	RED
pose-7394	RED BLUSH
pose-7395	RED BLACK CHECKERS
pose-7396	RED BLOOD
pose-7397	RED BLOOD
pose-7398	RED BLUSH
pose-7399	RED DCL
pose-7400	RED SLICE
pose-7401	RED SLICE
pose-7402	RED  BERRY
pose-7403	RED  BERRY
pose-7404	REDUCE
pose-7405	REDUCE
pose-7406	REFER
pose-7407	REFER
pose-7408	REFLECT
pose-7409	REFLECT
pose-7410	REFUSE
pose-7411	REFUSE
pose-7412	REFUSE
pose-7413	REGISTER
pose-7414	REGULAR
pose-7415	REGULAR
pose-7416	REGULAR
pose-7417	REGULAR
pose-7418	REGULAR
pose-7419	REGULAR
pose-7420	REGULAR
pose-7421	REINS
pose-7422	REINS
pose-7423	REJECT
pose-7424	REJECT
pose-7425	RELATIONSHIP
pose-7426	RELATIONSHIP OFF
pose-7427	RELATIONSHIP OFF
pose-7428	RELATIVE
pose-7429	RELATIVE
pose-7430	RELAY OPERATOR
pose-7431	RELAY OPERATOR
pose-7432	RELIGION
pose-7433	REMEMBER
pose-7434	REMEMBER
pose-7435	REMEMBER
pose-7436	REMIND
pose-7437	REMIND
pose-7438	REMOVE
pose-7439	RENOVATION AGENT
pose-7440	RENOVATION AGENT
pose-7441	REPAIR
pose-7442	REPAIR
pose-7443	REPAIR
pose-7444	REPAIR
pose-7445	REPAIR
pose-7446	REPLACE
pose-7447	REPLACE
pose-7448	REPLACE
pose-7449	REPLACE
pose-7450	REPORT
pose-7451	REPORT AGENT
pose-7452	REPUBLICAN
pose-7453	REPUBLICAN
pose-7454	REQUEST
pose-7455	REQUEST
pose-7456	REQUEST
pose-7457	REQUEST
pose-7458	REQUIRE
pose-7459	REQUIRE
pose-7460	REQUIRE
pose-7461	RESEARCH
pose-7462	RESEARCH
pose-7463	RESEARCH
pose-7464	RESEARCH
pose-7465	RESEARCH
pose-7466	RESEARCH
pose-7467	RESEARCH
pose-7468	RESEARCH
pose-7469	RESPECT
pose-7470	RESPECT
pose-7471	RESPONSIBILITY
pose-7472	RESPONSIBILITY
pose-7473	RESPONSIBILITY
pose-7474	REST
pose-7475	REST
pose-7476	RESTAURANT
pose-7477	RESTAURANT
pose-7478	RESTAURANT
pose-7479	RESTAURANT
pose-7480	RESTLESS
pose-7481	RESTLESS
pose-7482	RESTLESS
pose-7483	RESULT
pose-7484	RESULT
pose-7485	RETIRE
pose-7486	RETIRE
pose-7487	RETIRE
pose-7488	REVENGE
pose-7489	REVENGE
pose-7490	REVIEW
pose-7491	RIB
pose-7492	RIB
pose-7493	RIBS
pose-7494	RIBS
pose-7495	RIBS
pose-7496	RICH
pose-7497	RICH
pose-7498	RIDE
pose-7499	RIDE ON
pose-7500	RIDE ON
pose-7501	RIDE ON
pose-7502	RIDE ON
pose-7503	RIDE ON
pose-7504	RIDE
pose-7505	RIFLE
pose-7506	RIFLE
pose-7507	RIGHT
pose-7508	RIGHT
pose-7509	RIGHT
pose-7510	RIGHT ARM
pose-7511	RIGHT
pose-7512	RING
pose-7513	RING
pose-7514	RIP
pose-7515	RIP
pose-7516	RIVER
pose-7517	ROAD
pose-7518	ROAD
pose-7519	ROAD
pose-7520	ROAD
pose-7521	ROAD
pose-7522	ROCK
pose-7523	ROCK
pose-7524	ROCK
pose-7525	ROCK
pose-7526	ROCKET
pose-7527	ROCKET
pose-7528	ROLLER BLADE
pose-7529	ROLLER SKATE
pose-7530	ROLLING
pose-7531	ROLLING
pose-7532	ROOMMATE
pose-7533	ROOSTER
pose-7534	ROPE
pose-7535	ROUGH
pose-7536	ROUGH
pose-7537	ROWING
pose-7538	ROWING
pose-7539	ROYAL
pose-7540	ROYAL
pose-7541	RUB
pose-7542	RUB
pose-7543	RUBBER
pose-7544	RUBBER
pose-7545	RUDE
pose-7546	RUDE
pose-7547	RUDE
pose-7548	RUDE
pose-7549	RUIN
pose-7550	RUIN
pose-7551	RULE
pose-7552	RULE
pose-7553	RULE
pose-7554	RULE
pose-7555	RULE
pose-7556	RULE
pose-7557	RUN
pose-7558	RUN
pose-7559	RUN
pose-7560	RUN
pose-7561	RUN
pose-7562	RUN
pose-7563	RUN MACHINE
pose-7564	RUN MACHINE
pose-7565	RUN OUT
pose-7566	RUN OUT
pose-7567	RUN OUT
pose-7568	RUN OUT
pose-7569	RUN OUT
pose-7570	RUNNY NOSE
pose-7571	RUNNY NOSE
pose-7572	S
pose-7573	S
pose-7574	SAD
pose-7575	SAD
pose-7576	SAD
pose-7577	SAD
pose-7578	SAFE
pose-7579	SAFE AGENT
pose-7580	SAFE
pose-7581	SAFE AGENT
pose-7582	SAILBOAT
pose-7583	SAILBOAT
pose-7584	SALAD
pose-7585	SALAD
pose-7586	SALAD
pose-7587	SALAD
pose-7588	SALT
pose-7589	SALT
pose-7590	SAME
pose-7591	SAME
pose-7592	SAME
pose-7593	SAME
pose-7594	SAME
pose-7595	SAME
pose-7596	SAME
pose-7597	SAME
pose-7598	SAME
pose-7599	SAME
pose-7600	SAME OLD
pose-7601	SAME OLD
pose-7602	SAME OLD
pose-7603	SAME OLD
pose-7604	SAME OLD
pose-7605	SAME OLD
pose-7606	SAME OLD
pose-7607	SAME TIME
pose-7608	SAME TIME
pose-7609	SANDWICH
pose-7610	SANDWICH
pose-7611	SANDWICH
pose-7612	SANDWICH
pose-7613	SARCASM
pose-7614	SARCASM
pose-7615	SARCASM
pose-7616	SARCASM
pose-7617	SARCASM
pose-7618	SATISFIED
pose-7619	SATISFIED
pose-7620	SATISFIED
pose-7621	SATISFIED
pose-7622	SATISFIED
pose-7623	SATURDAY
pose-7624	SATURDAY
pose-7625	SATURDAY
pose-7626	SATURDAY
pose-7627	SAUCE
pose-7628	SAUCE
pose-7629	SAUSAGE HOT DOG
pose-7630	SAUSAGE HOT DOG
pose-7631	SAUSAGE HOT DOG
pose-7632	SAUSAGE HOT DOG
pose-7633	SAUSAGE HOT DOG
pose-7634	SAUSAGE HOT DOG
pose-7635	SAUSAGE HOT DOG
pose-7636	SAVE
pose-7637	SAVE
pose-7638	SAVE MONEY
pose-7639	SAVE MONEY
pose-7640	SAVE MONEY
pose-7641	SAVE
pose-7642	SAW
pose-7643	SAW
pose-7644	SAW
pose-7645	SAY
pose-7646	SAY
pose-7647	SAY
pose-7648	SCARE
pose-7649	SCARE
pose-7650	SCARE
pose-7651	SCARF
pose-7652	SCARF
pose-7653	SCHEDULE
pose-7654	SCHEDULE
pose-7655	SCHEDULE
pose-7656	SCHEDULE
pose-7657	SCHOOL
pose-7658	SCHOOL
pose-7659	SCHOOL
pose-7660	SCIENCE
pose-7661	SCIENCE
pose-7662	SCIENCE
pose-7663	SCIENCE
pose-7664	SCIENCE AGENT
pose-7665	SCIENCE AGENT
pose-7666	SCL  DCL
pose-7667	SCL F
pose-7668	SCL F
pose-7669	SCL V
pose-7670	SCL V
pose-7671	SCL V
pose-7672	SCL V
pose-7673	SCL V
pose-7674	SCL V
pose-7675	SCL V
pose-7676	SCOLD
pose-7677	SCOLD
pose-7678	SCOLD
pose-7679	SCOOTER
pose-7680	SCOUT
pose-7681	SCRAPE
pose-7682	SCRAPE
pose-7683	SCREAM
pose-7684	SCREAM
pose-7685	SCREEN FILTER
pose-7686	SCREEN FILTER WINDOW
pose-7687	SCREEN FILTER WINDOW
pose-7688	SCREW CAP
pose-7689	SCREWDRIVER
pose-7690	SCUBA
pose-7691	SCUBA
pose-7692	SEARCH FOR
pose-7693	SEARCH FOR
pose-7694	SEARCH FOR
pose-7695	SEARCH FOR
pose-7696	SEAT BELT
pose-7697	SECOND
pose-7698	SECOND
pose-7699	SECOND
pose-7700	SECOND
pose-7701	SECOND
pose-7702	SECOND IN LIST
pose-7703	SECOND OF TIME
pose-7704	SECOND OF TIME
pose-7705	SECOND PLACE
pose-7706	SECOND
pose-7707	SECOND
pose-7708	SECOND
pose-7709	SECRET
pose-7710	SECRET
pose-7711	SECRET
pose-7712	SECRET
pose-7713	SECRET
pose-7714	SECRET
pose-7715	SECRET HIDE
pose-7716	SECRET HIDE
pose-7717	SECRET HIDE
pose-7718	SECRET HIDE
pose-7719	SECRET HIDE
pose-7720	SECRETARY
pose-7721	SECRETARY
pose-7722	SECRET
pose-7723	SEE
pose-7724	SEE
pose-7725	SEE
pose-7726	SEE
pose-7727	SEE SAW
pose-7728	SEE SAW
pose-7729	SEE SEE
pose-7730	SEE SEE
pose-7731	SEE SEE
pose-7732	SEE SEE
pose-7733	SEEM
pose-7734	SEEM
pose-7735	SEEM
pose-7736	SEEM
pose-7737	SELF
pose-7738	SELF
pose-7739	SELF
pose-7740	SELF
pose-7741	SELF
pose-7742	SELF
pose-7743	SELF
pose-7744	SELF
pose-7745	SELF
pose-7746	SELF
pose-7747	SELF
pose-7748	SELF
pose-7749	SELF
pose-7750	SELF
pose-7751	SELF
pose-7752	SELL
pose-7753	SELL
pose-7754	SELL
pose-7755	SELL
pose-7756	SELL
pose-7757	SEMESTER
pose-7758	SEMESTER
pose-7759	SENATE
pose-7760	SENATE
pose-7761	SEND
pose-7762	SEND
pose-7763	SEND
pose-7764	SEND MAIL
pose-7765	SEND MAIL
pose-7766	SEND MAIL
pose-7767	SENIOR
